Customer_ID,Recency,Frequency,Monetary,Future_Spend,Is_Churn,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,First_Purchase,Last_Purchase,Total_Transactions,Avg_Transaction,Std_Transaction,Category_Diversity,Avg_Quantity,Avg_Discount,Tenure_Days,Avg_Purchase_Freq,Last_Purchase_Month,Tech_Sales,Tech_Customer,Action_Segment
CB-12415,127,6,1740.8120000000001,208.38799999999998,0,3,4,3,10,Regular Customers,2015-11-05,2017-02-24,10,174.08120000000002,445.68995935360965,3,3.9,0.38,477,47.7,2,1439.976,1,Tech Loyal
CB-12535,15,8,4246.4555,0.0,1,5,5,5,15,Champions,2015-01-02,2017-06-16,19,223.49765789473685,376.6386360211739,3,3.8947368421052633,0.05,896,47.1578947368421,6,399.95000000000005,1,VIP Recent
CC-12100,275,6,1770.945,0.0,1,2,4,3,9,At Risk,2014-12-16,2016-09-29,13,136.22653846153847,185.23281893004068,3,3.5384615384615383,0.21538461538461537,653,50.23076923076923,9,1328.662,1,Tech Loyal
CC-12145,309,6,2439.9060000000004,31.744,0,1,4,4,9,At Risk,2014-07-20,2016-08-26,10,243.99060000000003,592.6464821145158,3,2.9,0.06999999999999999,768,76.8,8,1919.976,1,Tech Loyal
CC-12220,5,10,3120.998,792.4200000000001,0,5,5,4,14,Champions,2014-09-09,2017-06-26,16,195.062375,222.84633716378798,3,3.6875,0.15,1021,63.8125,6,1369.91,1,Tech Loyal
CC-12370,320,3,11901.184000000001,227.88799999999998,0,1,1,5,7,Regular Customers,2016-05-23,2016-08-15,8,1487.6480000000001,2948.2635003135565,3,2.75,0.2875,84,10.5,8,11322.318,1,At-Risk High-Value
CC-12430,42,7,2157.9500000000003,712.1,0,5,4,4,13,Champions,2015-09-06,2017-05-20,13,165.99615384615387,181.2185115368765,3,3.4615384615384617,0.08461538461538462,622,47.84615384615385,5,745.1600000000001,1,Tech Loyal
CC-12475,236,5,858.836,800.6020000000001,0,2,3,2,7,Regular Customers,2014-05-16,2016-11-07,6,143.13933333333333,266.7676135115855,2,2.8333333333333335,0.06666666666666667,906,151.0,11,742.8,1,Tech Loyal
CC-12550,16,1,47.976,65.856,0,5,1,1,7,Needs Attention,2017-06-15,2017-06-15,1,47.976,,1,3.0,0.2,0,0.0,6,47.976,1,Standard
CC-12610,264,6,2275.223,265.408,0,2,4,4,10,At Risk,2014-08-27,2016-10-10,10,227.5223,382.1415803669426,3,2.9,0.29,775,77.5,10,595.942,1,Tech Loyal
CC-12670,13,6,2010.2615,259.44,0,5,4,3,12,Loyal Customers,2014-12-23,2017-06-18,11,182.75104545454545,276.17184859399174,3,3.272727272727273,0.19545454545454544,908,82.54545454545455,6,428.822,1,Tech Loyal
CC-12685,617,4,2854.1150000000002,0.0,1,1,2,4,7,Regular Customers,2014-03-22,2015-10-23,12,237.8429166666667,351.296102440263,2,4.25,0.25,580,48.333333333333336,10,1359.96,1,Tech Loyal
CD-11920,36,4,474.3,1559.6680000000001,0,5,2,1,8,Needs Attention,2014-03-24,2017-05-26,5,94.86,109.66151923076754,2,4.0,0.04,1159,231.8,5,0.0,0,Standard
CD-11980,105,2,320.806,318.96,0,3,1,1,5,Needs Attention,2016-11-24,2017-03-18,5,64.1612,72.64454305176679,3,2.6,0.52,114,22.8,3,27.816,1,Promotion Responsive
CD-12790,217,5,1860.732,0.0,1,2,3,3,8,At Risk,2014-02-02,2016-11-26,15,124.0488,254.940339955169,3,3.2666666666666666,0.02666666666666667,1028,68.53333333333333,11,65.47,1,Tech Loyal
CG-12040,104,5,886.2280000000001,18.24,0,3,3,2,8,Regular Customers,2015-06-01,2017-03-19,8,110.77850000000001,155.16750725678915,2,4.25,0.2125,657,82.125,3,239.976,1,Tech Loyal
CG-12520,156,3,1148.7800000000002,0.0,1,3,1,2,6,Needs Attention,2015-10-15,2017-01-26,5,229.75600000000003,299.181426910161,2,2.8,0.2,469,93.8,1,0.0,0,Standard
CH-12070,509,3,1537.236,0.0,1,1,1,3,5,Regular Customers,2015-06-25,2016-02-08,4,384.309,509.44011653448206,2,3.25,0.15000000000000002,228,57.0,2,1427.8760000000002,1,Tech Loyal
CJ-11875,183,1,16.52,0.0,1,3,1,1,5,Needs Attention,2016-12-30,2016-12-30,1,16.52,,1,5.0,0.2,0,0.0,12,0.0,0,Standard
CJ-12010,7,8,11164.974,0.0,1,5,5,5,15,Champions,2016-03-10,2017-06-24,20,558.2487,1036.1897481070835,3,4.15,0.1885,471,23.55,6,4239.892,1,VIP Recent
CK-12205,50,10,1663.8329999999999,1491.022,0,4,5,3,12,Loyal Customers,2014-03-11,2017-05-12,26,63.993576923076915,100.40881857851853,3,3.8461538461538463,0.23076923076923078,1158,44.53846153846154,5,721.7429999999999,1,Tech Loyal
CK-12325,134,4,2937.741,7.58,0,3,2,4,9,Regular Customers,2014-03-14,2017-02-17,11,267.0673636363636,396.4950555990006,3,4.090909090909091,0.2,1071,97.36363636363636,2,57.594,1,Tech Loyal
CK-12595,128,9,1549.762,822.988,0,3,5,3,11,Regular Customers,2014-12-26,2017-02-23,21,73.79819047619047,109.71773530273904,3,4.0,0.1476190476190476,790,37.61904761904762,2,530.16,1,Tech Loyal
CK-12760,95,8,863.014,719.095,0,4,5,2,11,Potential Loyalists,2014-02-07,2017-03-28,12,71.91783333333333,73.77725373266026,3,4.666666666666667,0.09166666666666667,1145,95.41666666666667,3,115.36,1,Tech Loyal
CL-11890,21,3,180.324,1081.69,0,5,1,1,7,Needs Attention,2014-07-26,2017-06-10,3,60.108000000000004,56.16480364071436,2,3.6666666666666665,0.13333333333333333,1050,350.0,6,0.0,0,Standard
CL-12565,102,12,10880.546,0.0,1,3,5,5,13,Regular Customers,2014-03-04,2017-03-21,28,388.5909285714286,615.881480655222,3,3.7857142857142856,0.1142857142857143,1113,39.75,3,4022.402,1,Tech Loyal
CL-12700,78,4,2335.586,18.0,0,4,2,4,10,Regular Customers,2016-04-24,2017-04-14,7,333.65514285714283,490.36457116429494,3,4.714285714285714,0.21428571428571427,355,50.714285714285715,4,449.91,1,Tech Loyal
CM-11815,34,5,679.424,994.4639999999999,0,5,3,2,10,Potential Loyalists,2014-11-14,2017-05-28,7,97.06057142857142,101.87627297013626,2,3.4285714285714284,0.14285714285714285,926,132.28571428571428,5,579.8879999999999,1,Tech Loyal
CM-11935,526,2,565.392,0.0,1,1,1,1,3,Hibernating,2015-09-24,2016-01-22,4,141.348,207.56613802191663,3,4.5,0.2,120,30.0,1,35.12,1,Promotion Responsive
CM-12115,92,2,800.04,861.5699999999999,0,4,1,2,7,Needs Attention,2015-03-29,2017-03-31,4,200.01,319.3366434762329,3,4.25,0.0,733,183.25,3,677.58,1,Standard
CM-12160,196,2,2101.68,431.63399999999996,0,3,1,3,7,Regular Customers,2016-10-21,2016-12-17,2,1050.84,1347.2929766016002,2,6.0,0.1,57,28.5,12,98.16,1,Standard
CM-12190,600,3,533.152,941.992,0,1,1,1,3,Hibernating,2015-09-18,2015-11-09,3,177.71733333333336,232.92571455580713,1,3.0,0.06666666666666667,52,17.333333333333332,11,0.0,0,Standard
CM-12235,203,5,2305.712,0.0,1,2,3,4,9,At Risk,2016-05-01,2016-12-10,8,288.214,503.2592862008892,3,3.5,0.07500000000000001,223,27.875,12,1399.944,1,Tech Loyal
CM-12385,179,3,8713.652,240.368,0,3,1,5,9,Regular Customers,2015-03-16,2017-01-03,7,1244.8074285714285,2370.0606367136725,1,3.7142857142857144,0.028571428571428574,659,94.14285714285714,1,0.0,0,Standard
CM-12445,254,3,287.99,0.0,1,2,1,1,4,Hibernating,2014-06-09,2016-10-20,9,31.99888888888889,18.30777616509201,2,3.5555555555555554,0.07777777777777778,864,96.0,10,0.0,0,Standard
CM-12655,230,4,4112.7076,2226.8500000000004,0,2,2,5,9,Regular Customers,2015-03-19,2016-11-13,8,514.08845,820.8833956568758,3,3.625,0.09,605,75.625,11,3582.7780000000002,1,At-Risk High-Value
CM-12715,853,4,3984.4524,0.0,1,1,2,5,8,Regular Customers,2014-03-07,2015-03-01,13,306.49633846153847,392.31924263796003,3,4.384615384615385,0.30923076923076925,359,27.615384615384617,3,1475.896,1,At-Risk High-Value
CP-12085,169,6,5278.326,123.928,0,3,4,5,12,Regular Customers,2014-12-04,2017-01-13,10,527.8326,1280.453875632144,3,3.8,0.06000000000000001,771,77.1,1,177.89999999999998,1,Tech Loyal
CP-12340,68,7,5875.147,13.128,0,4,4,5,13,Champions,2014-03-17,2017-04-24,14,419.65335714285715,538.8380677480027,3,4.0,0.21428571428571427,1134,81.0,4,743.97,1,VIP Recent
CR-12580,219,3,275.918,1872.934,0,2,1,1,4,Hibernating,2016-04-18,2016-11-24,4,68.9795,107.83825832390531,1,3.75,0.15000000000000002,220,55.0,11,0.0,0,Standard
CR-12625,288,3,475.9,0.0,1,2,1,1,4,Hibernating,2014-06-01,2016-09-16,4,118.975,121.50877869520374,2,3.5,0.0,838,209.5,9,0.0,0,Standard
CR-12730,313,3,695.6500000000001,904.9,0,1,1,2,4,Hibernating,2014-08-20,2016-08-22,5,139.13000000000002,167.51227198029403,2,2.6,0.31999999999999995,733,146.6,8,0.0,0,Standard
CR-12820,134,2,715.9624,681.9100000000001,0,3,1,2,6,Needs Attention,2015-01-24,2017-02-17,4,178.9906,185.17744728729795,3,4.0,0.23,755,188.75,2,438.336,1,Promotion Responsive
CS-11845,140,4,1095.364,183.58999999999997,0,3,2,2,7,Needs Attention,2014-12-14,2017-02-11,5,219.0728,417.2361229654019,3,3.2,0.44000000000000006,790,158.0,2,88.776,1,Tech Loyal
CS-11860,29,4,516.336,21.296,0,5,2,1,8,Needs Attention,2014-05-02,2017-06-02,5,103.2672,210.8080461917903,2,2.2,0.28,1127,225.4,6,479.984,1,Tech Loyal
CS-11950,55,8,2894.953,141.594,0,4,5,4,13,Champions,2014-06-08,2017-05-07,17,170.29135294117646,194.6439009926015,3,3.2941176470588234,0.29411764705882354,1064,62.588235294117645,5,1272.674,1,Tech Loyal
CS-12130,307,4,884.64,0.0,1,2,2,2,6,Hibernating,2014-08-05,2016-08-28,7,126.37714285714286,112.88648875076322,3,4.0,0.1142857142857143,754,107.71428571428571,8,108.576,1,Tech Loyal
CS-12175,50,5,844.4580000000001,0.0,1,4,3,2,9,Potential Loyalists,2014-08-12,2017-05-12,8,105.55725000000001,116.28241747910866,2,3.75,0.1625,1004,125.5,5,0.0,0,Standard
CS-12250,159,9,2311.936,442.28,0,3,5,4,12,Regular Customers,2014-01-13,2017-01-23,22,105.08800000000001,182.73247170763318,3,3.8181818181818183,0.05454545454545456,1106,50.27272727272727,1,733.092,1,Tech Loyal
CS-12355,15,7,2389.7,812.462,0,5,4,4,13,Champions,2014-08-15,2017-06-16,15,159.31333333333333,184.61564597627714,3,3.6,0.10666666666666667,1036,69.06666666666666,6,1461.462,1,Tech Loyal
CS-12400,85,5,3089.4184999999998,562.44,0,4,3,4,11,Loyal Customers,2014-09-26,2017-04-07,9,343.2687222222222,262.5595756665417,3,4.0,0.2888888888888889,924,102.66666666666667,4,1361.964,1,Tech Loyal
CS-12490,242,4,1077.2285,0.0,1,2,2,2,6,Hibernating,2015-01-12,2016-11-01,9,119.69205555555556,182.85996038506565,3,3.6666666666666665,0.25,659,73.22222222222223,11,379.066,1,Tech Loyal
CS-12505,218,5,5521.954999999999,168.1,0,2,3,5,10,At Risk,2014-03-26,2016-11-25,8,690.2443749999999,1549.7071796120467,2,4.375,0.22499999999999998,975,121.875,11,4955.960999999999,1,At-Risk High-Value
CT-11995,2,7,2963.668,278.23,0,5,4,4,13,Champions,2014-05-07,2017-06-29,16,185.22925,228.56273268681986,3,3.4375,0.18125000000000002,1149,71.8125,6,566.9580000000001,1,Tech Loyal
CV-12295,72,5,2830.6279999999997,0.0,1,4,3,4,11,Loyal Customers,2014-03-28,2017-04-20,13,217.74061538461535,318.4357128750737,3,4.153846153846154,0.07692307692307693,1119,86.07692307692308,4,931.1279999999999,1,Tech Loyal
CV-12805,30,7,2316.5456,53.768,0,5,4,4,13,Champions,2016-05-09,2017-06-01,17,136.2673882352941,206.3513338228332,3,3.3529411764705883,0.26,388,22.823529411764707,6,277.506,1,Tech Loyal
CW-11905,49,5,543.852,592.74,0,4,3,1,8,Potential Loyalists,2014-06-09,2017-05-13,10,54.3852,89.4097920772042,2,3.4,0.1,1069,106.9,5,71.976,1,Tech Loyal
CY-12745,301,5,1467.502,1432.524,0,2,3,3,8,At Risk,2014-12-12,2016-09-03,7,209.64314285714286,242.95680141637567,3,3.4285714285714284,0.2285714285714286,631,90.14285714285714,9,539.0160000000001,1,Tech Loyal
Co-12640,367,5,1300.076,0.0,1,1,3,2,6,Regular Customers,2014-06-20,2016-06-29,8,162.5095,227.44184238173938,3,3.75,0.175,740,92.5,6,558.4,1,Tech Loyal
DA-13450,170,4,156.76,0.0,1,3,2,1,6,Needs Attention,2014-04-25,2017-01-12,8,19.595,14.952041236662541,3,3.375,0.125,993,124.125,1,3.152,1,Tech Loyal
DB-12910,92,5,1793.022,378.577,0,4,3,3,10,Loyal Customers,2014-10-24,2017-03-31,9,199.22466666666665,343.7900670845509,3,3.5555555555555554,0.1111111111111111,889,98.77777777777777,3,671.93,1,Tech Loyal
DB-12970,59,5,2839.2272,0.0,1,4,3,4,11,Loyal Customers,2014-11-12,2017-05-03,14,202.80194285714285,279.70845069786424,3,3.0714285714285716,0.16571428571428573,903,64.5,5,79.512,1,Tech Loyal
DB-13060,125,5,3750.494,781.152,0,3,3,5,11,Regular Customers,2014-03-01,2017-02-26,8,468.81175,470.21345016241605,3,3.375,0.07500000000000001,1093,136.625,2,1581.506,1,Tech Loyal
DB-13120,170,6,2962.534,10.56,0,3,4,4,11,Regular Customers,2015-05-01,2017-01-12,13,227.88723076923077,444.9458540336029,3,4.384615384615385,0.15384615384615385,622,47.84615384615385,1,147.35,1,Tech Loyal
DB-13210,213,7,1540.907,791.6700000000001,0,2,4,3,9,At Risk,2015-03-22,2016-11-30,13,118.53130769230769,235.53932365438283,3,3.3846153846153846,0.3,619,47.61538461538461,11,174.56,1,Tech Loyal
DB-13270,12,7,3834.383,821.514,0,5,4,5,14,Champions,2014-02-04,2017-06-19,11,348.5802727272727,614.1672364244272,3,3.8181818181818183,0.22727272727272727,1231,111.9090909090909,6,629.95,1,VIP Recent
DB-13360,82,5,1081.466,0.0,1,4,3,2,9,Potential Loyalists,2014-11-19,2017-04-10,6,180.24433333333332,153.65203826525263,3,4.666666666666667,0.08333333333333333,873,145.5,4,99.99,1,Tech Loyal
DB-13405,5,4,1711.692,0.0,1,5,2,3,10,Regular Customers,2015-08-08,2017-06-26,14,122.26371428571429,159.5666275420486,3,4.428571428571429,0.028571428571428574,688,49.142857142857146,6,335.528,1,Tech Loyal
DB-13555,56,5,2882.5708,1026.232,0,4,3,4,11,Loyal Customers,2014-04-21,2017-05-06,11,262.0518909090909,335.32949276431225,2,4.818181818181818,0.13818181818181818,1111,101.0,5,0.0,0,Standard
DB-13615,56,5,1880.846,108.20400000000001,0,4,3,3,10,Loyal Customers,2014-09-30,2017-05-06,8,235.10575,330.421524085199,2,3.5,0.15000000000000002,949,118.625,5,959.984,1,Tech Loyal
DB-13660,98,5,257.426,897.7760000000001,0,4,3,1,8,Potential Loyalists,2014-06-17,2017-03-25,6,42.904333333333334,60.195268603659095,2,3.0,0.19999999999999998,1012,168.66666666666666,3,65.97,1,Tech Loyal
DC-12850,9,6,892.37,2443.7980000000002,0,5,4,2,11,Potential Loyalists,2014-07-05,2017-06-22,8,111.54625,131.71573707664115,2,3.75,0.1875,1083,135.375,6,0.0,0,Standard
DC-13285,233,3,784.572,390.046,0,2,1,2,5,Hibernating,2014-12-29,2016-11-10,5,156.9144,170.93364367730538,2,5.8,0.08,682,136.4,11,567.744,1,Tech Loyal
DD-13570,60,4,241.178,28.363999999999997,0,4,2,1,7,Needs Attention,2014-03-31,2017-05-02,7,34.454,27.916928938071486,2,3.5714285714285716,0.2857142857142857,1128,161.14285714285714,5,79.984,1,Tech Loyal
DE-13255,537,5,2550.874,0.0,1,1,3,4,8,At Risk,2014-08-22,2016-01-11,9,283.43044444444445,520.3199414415882,3,4.222222222222222,0.1111111111111111,507,56.333333333333336,1,15.588,1,Tech Loyal
DF-13135,518,3,2390.534,0.0,1,1,1,4,6,Regular Customers,2014-10-04,2016-01-30,6,398.42233333333337,559.9362490175705,3,3.8333333333333335,0.2833333333333334,483,80.5,1,1439.968,1,Tech Loyal
DG-13300,313,4,1135.9679999999998,2059.85,0,1,2,2,5,Hibernating,2014-11-01,2016-08-22,6,189.32799999999997,218.48008313436722,2,4.333333333333333,0.13333333333333333,660,110.0,8,0.0,0,Standard
DH-13075,95,6,4932.872,0.0,1,4,4,5,13,Champions,2014-11-21,2017-03-28,23,214.47269565217394,328.6324412108782,3,3.5217391304347827,0.0782608695652174,858,37.30434782608695,3,1685.644,1,Tech Loyal
DH-13675,594,4,1043.096,0.0,1,1,2,2,5,Hibernating,2014-08-12,2015-11-15,11,94.8269090909091,124.14203638208497,3,3.727272727272727,0.12272727272727274,460,41.81818181818182,11,158.928,1,Tech Loyal
DJ-13420,455,4,2012.52,0.0,1,1,2,3,6,Regular Customers,2014-12-08,2016-04-02,5,402.504,606.4336651934818,2,4.0,0.0,481,96.2,4,0.0,0,Standard
DJ-13510,54,5,2332.2039999999997,169.484,0,4,3,4,11,Loyal Customers,2014-08-17,2017-05-08,9,259.13377777777777,514.3892968962753,3,3.888888888888889,0.05555555555555555,995,110.55555555555556,5,339.96,1,Tech Loyal
DJ-13630,224,2,467.88,2888.518,0,2,1,1,4,Hibernating,2015-12-14,2016-11-19,4,116.97,137.57826733414936,2,3.25,0.1,341,85.25,11,319.968,1,Standard
DK-12835,68,8,1694.736,1561.7440000000001,0,4,5,3,12,Loyal Customers,2014-03-26,2017-04-24,18,94.152,142.09686265692562,3,3.5,0.2111111111111111,1125,62.5,4,28.784,1,Tech Loyal
DK-12895,645,2,2660.6240000000003,1621.552,0,1,1,4,6,Regular Customers,2015-03-08,2015-09-25,6,443.43733333333336,338.61453122195843,3,4.833333333333333,0.03333333333333333,201,33.5,9,769.95,1,Standard
DK-12985,57,4,1383.72,303.32,0,4,2,3,9,Regular Customers,2014-11-24,2017-05-05,5,276.744,232.47692246758604,2,3.6,0.13999999999999999,893,178.6,5,0.0,0,Standard
DK-13090,130,4,1440.015,1210.542,0,3,2,3,8,Regular Customers,2015-03-02,2017-02-21,7,205.7164285714286,324.1365168895441,3,2.7142857142857144,0.07142857142857142,722,103.14285714285714,2,47.904,1,Tech Loyal
DK-13150,939,1,433.56,364.272,0,1,1,1,3,Hibernating,2014-12-05,2014-12-05,2,216.78,271.47809228738885,2,4.5,0.2,0,0.0,12,408.744,1,Standard
DK-13225,2,8,4788.93,13.464,0,5,5,5,15,Champions,2014-03-14,2017-06-29,17,281.7017647058824,379.24463121571176,3,4.0,0.20588235294117646,1203,70.76470588235294,6,506.328,1,VIP Recent
DK-13375,344,5,2798.08,520.406,0,1,3,4,8,At Risk,2014-09-07,2016-07-22,17,164.5929411764706,258.57555119840475,3,3.4705882352941178,0.08823529411764706,684,40.23529411764706,7,1423.044,1,Tech Loyal
DL-12865,163,7,1490.818,12.294,0,3,4,3,10,Regular Customers,2014-06-29,2017-01-19,13,114.6783076923077,173.6397267675155,3,3.8461538461538463,0.1076923076923077,935,71.92307692307692,1,524.712,1,Tech Loyal
DL-12925,628,5,3196.3,75.9,0,1,3,4,8,At Risk,2014-09-09,2015-10-12,11,290.57272727272726,369.56611560290287,3,3.0,0.045454545454545456,398,36.18181818181818,10,2077.6400000000003,1,Tech Loyal
DL-13315,179,6,975.608,482.65000000000003,0,3,4,2,9,Regular Customers,2014-01-16,2017-01-03,12,81.30066666666666,97.3640937786273,3,4.416666666666667,0.25833333333333336,1083,90.25,1,124.2,1,Tech Loyal
DL-13330,246,3,543.6500000000001,41.37,0,2,1,1,4,Hibernating,2014-06-23,2016-10-28,7,77.66428571428573,141.87118161876555,2,4.142857142857143,0.05714285714285715,858,122.57142857142857,10,477.44000000000005,1,Tech Loyal
DL-13495,62,5,1478.44,2060.882,0,4,3,3,10,Loyal Customers,2015-12-25,2017-04-30,8,184.805,283.82825345117226,3,2.5,0.025,492,61.5,4,1227.58,1,Tech Loyal
DM-12955,275,6,1240.4660000000001,81.568,0,2,4,2,8,Regular Customers,2014-09-30,2016-09-29,8,155.05825000000002,267.0093268556898,2,3.25,0.1625,730,91.25,9,0.0,0,Standard
DM-13015,299,4,4838.994,1506.1090000000002,0,2,2,5,9,Regular Customers,2014-09-14,2016-09-05,14,345.6424285714285,730.8534946119992,3,4.5,0.1642857142857143,722,51.57142857142857,9,3213.704,1,At-Risk High-Value
DM-13345,84,7,3830.888,243.584,0,4,4,5,13,Champions,2014-11-03,2017-04-08,9,425.6542222222222,862.5766451924397,3,3.5555555555555554,0.1,887,98.55555555555556,4,524.9159999999999,1,VIP Recent
DM-13525,299,3,1376.792,0.0,1,2,1,3,6,Regular Customers,2014-07-05,2016-09-05,10,137.67919999999998,236.9813465743196,3,3.3,0.16999999999999998,793,79.3,9,19.99,1,Tech Loyal
DN-13690,35,7,2139.79,0.0,1,5,4,3,12,Loyal Customers,2014-09-20,2017-05-27,11,194.52636363636364,265.02711658517995,3,3.727272727272727,0.018181818181818184,980,89.0909090909091,5,59.98,1,Tech Loyal
DO-13435,5,8,1197.3115,102.72,0,5,5,2,12,Potential Loyalists,2014-10-03,2017-06-26,12,99.77595833333334,113.70213290005087,3,3.75,0.15416666666666667,997,83.08333333333333,6,311.414,1,Tech Loyal
DO-13645,602,1,76.64,1190.676,0,1,1,1,3,Hibernating,2015-11-07,2015-11-07,1,76.64,,1,2.0,0.2,0,0.0,11,0.0,0,Standard
DP-13000,48,8,985.676,64.96,0,4,5,2,11,Potential Loyalists,2014-01-03,2017-05-14,16,61.60475,89.80721008879708,3,3.3125,0.1875,1227,76.6875,5,141.964,1,Tech Loyal
DP-13105,79,5,1971.1200000000001,243.882,0,4,3,3,10,Loyal Customers,2015-08-22,2017-04-13,9,219.01333333333335,321.1324904147819,3,5.333333333333333,0.15555555555555556,600,66.66666666666667,4,479.984,1,Tech Loyal
DP-13165,630,2,1058.616,0.0,1,1,1,2,4,Hibernating,2014-12-02,2015-10-10,4,264.654,415.44555350932166,3,5.0,0.15000000000000002,312,78.0,10,119.96,1,Promotion Responsive
DP-13390,176,9,5480.723999999999,0.0,1,3,5,5,13,Regular Customers,2014-07-05,2017-01-06,14,391.4802857142857,1196.689630792149,2,3.5714285714285716,0.18571428571428572,916,65.42857142857143,1,0.0,0,Standard
DR-12880,2,7,3378.606,3149.428,0,5,4,5,14,Champions,2015-09-25,2017-06-29,14,241.329,295.4916373542705,3,5.071428571428571,0.14285714285714285,643,45.92857142857143,6,2233.932,1,VIP Recent
DR-12940,214,6,7861.838,489.03,0,2,4,5,11,At Risk,2014-03-28,2016-11-29,11,714.7125454545454,1582.9596073633948,3,3.727272727272727,0.11818181818181818,977,88.81818181818181,11,5702.286,1,At-Risk High-Value
DS-13030,88,3,1226.949,535.264,0,4,1,2,7,Needs Attention,2014-07-09,2017-04-04,13,94.38069230769231,83.26079077751686,3,3.076923076923077,0.07307692307692308,1000,76.92307692307692,4,340.21,1,Tech Loyal
DS-13180,92,8,2862.7088000000003,19.104,0,4,5,4,13,Champions,2014-04-28,2017-03-31,18,159.0393777777778,193.22360769370002,3,3.4444444444444446,0.14833333333333332,1068,59.333333333333336,3,634.538,1,Tech Loyal
DV-13045,1,3,57.12,1062.363,0,5,1,1,7,Needs Attention,2016-06-12,2017-06-30,4,14.28,7.1404388287182075,2,2.25,0.05,383,95.75,6,0.0,0,Standard
DV-13465,20,5,2321.324,1020.2629999999999,0,5,3,4,12,Loyal Customers,2014-06-22,2017-06-11,10,232.13240000000002,279.8924207934184,2,4.3,0.02,1085,108.5,6,913.9300000000001,1,Tech Loyal
DW-13195,223,4,876.346,204.405,0,2,2,2,6,Hibernating,2014-01-18,2016-11-20,7,125.19228571428572,128.8122151062213,3,4.428571428571429,0.24285714285714285,1037,148.14285714285714,11,122.92,1,Tech Loyal
DW-13480,35,5,5271.628,0.0,1,5,3,5,13,Loyal Customers,2014-06-01,2017-05-27,11,479.2389090909091,675.5987625230606,3,3.4545454545454546,0.03636363636363637,1091,99.18181818181819,5,758.726,1,VIP Recent
DW-13540,117,3,172.648,171.432,0,3,1,1,5,Needs Attention,2016-02-27,2017-03-06,4,43.162,39.2275448122872,2,3.0,0.25,373,93.25,3,0.0,0,Standard
DW-13585,60,7,1204.854,0.0,1,4,4,2,10,Potential Loyalists,2014-08-24,2017-05-02,10,120.4854,144.4894739758652,3,4.4,0.17,982,98.2,5,239.94,1,Tech Loyal
Dl-13600,23,4,740.53,15.072,0,5,2,2,9,Needs Attention,2014-03-30,2017-06-08,5,148.106,285.8719406097772,2,3.2,0.22000000000000003,1166,233.2,6,0.0,0,Standard
Dp-13240,16,6,3312.89,3885.871,0,5,4,4,13,Champions,2014-05-26,2017-06-15,13,254.8376923076923,629.2663597549378,3,3.769230769230769,0.0,1116,85.84615384615384,6,2921.87,1,Tech Loyal
EA-14035,62,12,2791.889,54.816,0,4,5,4,13,Champions,2014-09-13,2017-04-30,24,116.32870833333334,160.60453240355145,3,3.5,0.30416666666666664,960,40.0,4,1254.627,1,Tech Loyal
EB-13705,54,7,2679.286,965.692,0,4,4,4,12,Champions,2014-07-08,2017-05-08,9,297.6984444444445,415.4917833793802,3,5.111111111111111,0.25555555555555554,1035,115.0,5,21.072,1,Tech Loyal
EB-13750,76,8,2820.314,416.0,0,4,5,4,13,Champions,2015-03-12,2017-04-16,17,165.90082352941175,368.6292310601933,3,4.411764705882353,0.12352941176470589,766,45.05882352941177,4,173.96,1,Tech Loyal
EB-13840,209,4,3714.6079999999997,643.52,0,2,2,5,9,Regular Customers,2014-05-30,2016-12-04,4,928.6519999999999,1645.3880839048275,2,5.0,0.15,919,229.75,12,0.0,0,At-Risk High-Value
EB-13870,113,9,2765.311,1.908,0,3,5,4,12,Regular Customers,2014-05-05,2017-03-10,10,276.53110000000004,334.7974356315075,3,3.9,0.25,1040,104.0,3,428.23800000000006,1,Tech Loyal
EB-13930,252,4,418.256,526.344,0,2,2,1,5,Hibernating,2014-02-02,2016-10-22,6,69.70933333333333,63.15799929277895,3,3.3333333333333335,0.15,993,165.5,10,180.96,1,Tech Loyal
EB-13975,264,3,1608.6309999999999,34.623999999999995,0,2,1,3,6,Regular Customers,2016-01-04,2016-10-10,4,402.15774999999996,470.5963159555296,2,3.5,0.325,280,70.0,10,1583.9279999999999,1,Tech Loyal
EB-14110,229,5,2812.598,258.528,0,2,3,4,9,At Risk,2015-04-13,2016-11-14,10,281.2598,365.46799553260774,3,2.8,0.19,581,58.1,11,1679.8960000000002,1,Tech Loyal
EB-14170,238,5,1175.51,10.816,0,2,3,2,7,Regular Customers,2014-09-29,2016-11-05,6,195.91833333333332,327.11604660466696,2,2.6666666666666665,0.2333333333333333,768,128.0,11,0.0,0,Standard
EC-14050,100,3,330.234,131.68,0,4,1,1,6,Needs Attention,2014-12-17,2017-03-23,4,82.5585,113.00986662971808,2,4.75,0.175,827,206.75,3,249.95,1,Tech Loyal
ED-13885,132,7,3341.112,143.808,0,3,4,4,11,Regular Customers,2014-08-09,2017-02-19,9,371.23466666666667,855.1321844141992,3,4.333333333333333,0.1,925,102.77777777777777,2,562.36,1,Tech Loyal
EG-13900,92,3,1376.516,455.504,0,4,1,3,8,Regular Customers,2015-11-02,2017-03-31,7,196.64514285714287,207.2184626583167,2,5.0,0.18571428571428572,515,73.57142857142857,3,0.0,0,Standard
